sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
077123,TRS,Yellow Split Peas,,,,500,g,517,g,Tinned and Preserved,Beans,"Pulses and beans are a natural source of protein, high in fibre and used extensively in Asian Cooking.",Yellow split peas.,,Once opened  we recommend the transfer of the oroduct to an airtight container.,,,,,,,,,,,3,Canada,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689065072
334060,NATCO,Dried Pink Peanuts,,,,400,g,408,g,"Soups, snacks, nuts",Nuts and seeds,,Peanuts,Contains peanuts.  May contain traces of tree nuts and milk.,Once opened store in an airtight container in a cool dry place.  Consume within 6 months.,,,,,,,,,,,3,China,"Natco Foods Ltd, Buckingham MK18 1T",5013531000727
033209,TRS,Red Split Lentils,,,,2000,g,2032,g,Tinned and Preserved,Beans,"Pulses and beans are a natural source of protein, high in fibre and used extensively in Asian Cooking.",Red Spli Lentils,,Once opened we recommend the transfer of the product to an airtight container.  This will retain the freshness and flavour.  Store in a cool dry place.,,,,,,,,,,,,Canada,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689001223
334052,Natco,Pink Peanuts,,,,1000,g,1008,g,"Soups, snacks, nuts ",Nuts and seeds,,Peanuts,Contains peanuts.  May contain traces of tree nuts and milk.,Once opened store in an airtight container in a cool dry place.  Consume within 6 months.,,,,,,,,,,,3,China,"Natco Foods Ltd, Buckingham MK18 1T",5013531381147
337485,Zheng Feng Brand,Black Sesame,,,,100,g,104,g,"Soups, snacks, nuts ",Nuts and seeds,Black Sesame Seeds,Black Sesame  ,,Store in a cool dry place.,2222,531,19.1,24g,0g,46.1,0g,,,,3,China,"Interlink Direct Ltd, 402 Roding Lane South, Woodford Green, London 1G8 8EY",6923692954465
360396,E & B Brand,Assorted Spices,,,,227,g,233,g,Ingredients and Seasonings,Spices and Spice Mixes,Mixed spices for use in stews,"18.5% Farchiew Pepper, 17.6% Fennel, 14.2% Star Aniseed, 13.2% Cassia Bar, 13.2% Dried Ginger, 6.6% Dried Fruit Fructus Tsaoko, 6.6% Cloves, 5.7% Dried Tangerine Peel, 4.4% Liquorice Root",May contain Sulphites,Store in a cool dry place away from humidity.,,,,,,,,,,,,China,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",4891626000194
117648,TRS,Almond Powder,,,,1000,g,1021,g,"Soups, snacks, nuts",Nuts and seeds,This Almond powder is sourced from selected almond processing units ensuring its taste and purity. Almond powder is an important ingredient in indian sweets and cakes.,,may contain traces of other nuts and seeds,Once opened we recommend the transfer of the product to an airtight container.  This will retain the freshness and flavour.  Store in a cool dry place.,,,,,,,,,,,,USA,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689024246
039958,Adabi,Fried Chicken Seasoning,,,,250,g,284,g,Ingredients and Seasonings,,Fried Chicken Flour,"Wheat Flour, Rice Flour, spices, chicken seasoning powder, monosodium glutomate, sodium.",,After use close pack tightly.  Store in a cool dry area.,367,,8g,79.3g,,2g,,,,,3,,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",9556252322502
035592,TRS,Mung Dal,,,,500,g,514,g,Tinned and Preserved,Beans,"Pulses and beans are a natural source of protein, high in fibre, and used extensively in Asian cooking.",,,Once opened we recommend the transfer of the product to an airtight container.  This will retain the freshness and flavour.  Store in a cool dry place.,,,,,,,,,,,3,Myanmar,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689000202
004713,CTF Brand,Tamarind,,,,400,g,414,g,Tinned and Preserved,"Vegetables, Fruit",Use in South East Asian and Indian Dishes. Needs to be strained before use.,Tamarind 100%,,,1115,266.7,,73.3g,13.3g,,,20g,,,3,Thailand,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",8851381500908
113654,Suree,Tamarind,,,,400,g,418,g,Tinned and Preserved,"Vegetables, Fruit",Use Tamarind paste in tart soups or stews.  Needs to be strained before use.,Tamarind 100%,,Needs to be refigerated after opening.,1137,272,1.9g,65.4g,42.7g,0.3g,0.1g,14.6g,,,3,Thailand,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",8850344321253
077149,TRS,Red Split Lentils,,,,500,g,516,g,Tinned and Preserved,Beans,"Pulses and beans are a natural source of protein, high in fibre and used extensively in Asian Cooking.",Red Split Lentils,This product should be washed thoroughly before use.,Once opened we recommend the transfer of the product to an airtight container.  This will retain the freshness and flavour.  Store in a cool dry place.,,,,,,,,,,,,Canada,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689000646
367532,East Asia Trading Ltd,Star Aniseed Powder,,,,250,g,257,g,Ingredients and Seasonings,Spices and Spice Mixes,,Star Aniseed ,,Store in a cool and dry place away from humidity.,,,,,,,,,,,3,China,"New World Imports (UK) Ltd, Unit 5 Union Street, Swinton, Manchester M27 4HL",6935517113193
077461,Tippy,Tempura Mix,,,,150,g,157,g,"Noodles, Rice & Flour",Flour & Flour Products,"Coat prawns, shrimps, squid, fish, crab, pork, chicken or vegetables with batter and fry in hot oil until golden brown.","Wheat Flour (70%), Cornstarch (15%), Rice Flour (5%), Leavening Agent (4%), Sugar (3.2%), Salt (2%), Monosodium Glutamate (0.7%), Guar Gum (0.1%)",,Refrigerate after opening.,1337,320,8.0g,72g,8g,0,0,0,1.6g,,3,Thailand,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",8850310000137
312579,Lobo,Agar Dessert Mix  Almond Flavour,,,,130,g,135,g,Tinned and Preserved,"Seaweed, Mushrooms, Fungus",This is a very light and refreshing desert which is perfect for summer.  The dish can be prepared well in advance and kept in refrigerator for days.,"Sugar 73.4%, Non-Dair Creamer (Glucose, Palm Kernel Oil and Casein from Milk) 22.2%, Gelling Agent (Agar) 4%, Anti-Caking Agent (Tricalcium Phosphate), Flavouring",Contains Milk ,,1736,415,0.7g,87.3g,74.3g,7g,4.7g,0,0,,3,Thailand,"Manning Impex Ltd, 2 Doman Road, Camberley, Surrey GU15 3DF",8850030118075
040188,Adabi,Bihun Goreng Fried Noodle Paste,,,,30,g,31,g,Ingredients and Seasonings,Seasonings,"Dark red, spicy, slightly sweet and sour , with an exotic aroma of spices and tomato in a viscous, fine paste","Dried Chilli, Shallot, Garlic, Sugar, Cooking Oil, Soya Sauce, Tomatoe Puree, Salt, Fish Sauce, and permitted flavour.",,,,166.7,6.7g,20g,,5.7g,,,,,3,Malaysia,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",9556252220303
366047,E & B Brand,Dried Zedoary Slice (Curcuma Zedoaria),,,,100,g,88,g,Tinned and Preserved,"Seaweed, Mushrooms, Fungus",Can be used to marinade meat,"Zedoary 100%, Preservative E224.",Contains sulphites,Keep out of reach of children.,,,,,,,,,,,3,China,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",
032011,TRS,Special Madras Poppadoms,,,,200,g,205,g,"Soup, snacks nuts","snacks, savoury",Special Madras Poppadoms,"Urid Flour, Rice Flour, Salt, Calcium Carbonate, Edible Vegetable Oil.",,,,,,,,,,,,,3,India,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689089016
032003,Lijjat,Plain Urid Poppadoms,,,,197,g,197,g,"Soup, snacks nuts","snacks, savoury","Plain Urid Papads, Fry Microwave or Roast.","Urid Flour, Salt, Raising Agent, Sodium Bicarbonate, Edible Vegetable Oil, Other Spices",,,,,20.9g,59.2g,0,66g,0.5g,,1390mg,,3,India,,8901441010912
350462,Buenas,Annato Seeds,,,,57,g,58,g,Ingredients and Seasonings,Spices and Spice Mixes,Use as a cooking ingredient to add natural colour and flavour,Annato Seeds 100%,,Store in a cool dry place.,,,,,,,,,,,3,Philippines,"Manning Impex Ltd, 2 Doman Road, Camberley, Surrey GU15 3DF",4806514650979
400366,Hot Kid,Cloves,,,,500,g,506,g,Ingredients and Seasonings,Spices and Spice Mixes,Cloves - Natural Products,,,Store in a cool dry place.,,,,,,,,,,,3,China,"DCI & E Food Limited, Building 8 Orbital Business Park, Argon Road, London N18 3BW",9555291902386
048199,Gogi,Tempura Flour,,,,150,g,156,g,"Noodles, Rice & Flour",Flour & Flour Products,Tempura Flour,"Wheat Flour 89%, Tapioca Starch 6%, Baking Powder 4%, Others 1%, (Salt, MSG) (Baking Power, Sodium Bicarbonate & Spdium Acid Pyrophosphate)",,Refrigerate after opening,1443,346.6,12.7,71.5,3.6,0.9,0.3g,4g,0.9g,,3,Thailand,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",8850180040011
040170,Adabi,Fried Rice Paste,,,,30,g,33,g,Ingredients and Seasonings,Seasonings,"Add to Vegetables, meat, prawns, eggs, squid and rice.","Dried Chilli, Dried Prawns, Fish Sauce, Shallot, Monosodium Glutamate, Cooking Oil and Permitted Flavouring",,,223.4,,11.3,26.6,,10.2,,,,,3,Malaysia,"W. Wing Yip Plc, 375 Nechells Park Road, Birmingham B7 5NT",9556252210304
031971,TRS,Pure Gram Flour,,,,2000,g,2075,g,"Noodles, Rice & Flour",Flour & Flour Products,Made from milling on the finest pure Gram Dal without any additions.,,,,,,,,,,,,,,3,UK,"TRS Wholesale Ltd Southall, Middlesex UB2 4AX",5017689008352
123141,Wah Loong Co Ltd,Mixed Spices,,,,227,g,232,g,Ingredients and Seasonings,Spices and Spice Mixes,Mixed spices ,"Fennel Seed 17%, Farchiew Pepper 17%, Ginger 17%, Clove 13%, Cinnamon 13%, Star Aniseed 12%, Licorice 8%, Cardamom 3%",,,1520,,9.1gm,60.2gm,3.6gm,9.2gm,,38.7gm,0.1gm,,3,China,No address,4895066600037
391417,East Asia Brand,Mixed Spices,,,,200,g,207,g,Ingredients and Seasonings,Spices and Spice Mixes,This spice is highly recommended and selected for food enhancement.,"Sichuan Pepper, Fennel Seeds, Star aniseed, Ginger, Cassia bark, Tsaoko, Clove, Orange Peel, Liquorice Root.",,Store in a cool dry place away from humidity,,,,,,,,,,,3,China,"New World Imports (UK) Ltd, Unit 5 Union Street, Swinton, Manchester M27 4HL",6937264080056
363903,McCormick,Red Pepper Ground,,,,26,g,132,g,Ingredients and Seasonings,Spices and Spice Mixes,Can be added to meat vegetables and soup,Chilli 100%,,Store in a cool dry place away from humidity,,,,,,,,,,,,,"Interlink Direct Ltd, 402 Roding Lane South, Woodford Green, London 1G8 8EY",
354282,Preema,Almond Flavouring Essence Concentrated,,28,ml,,,93,g,Ingredients and Seasonings,Seasonings,Almond Flavouring Essence. Halal,"Propylene Glycol, Approved Flavourings and Water.",,,,,,,,,,,,,3,,"Preema International Ltd, Preema House, 171 Camford Way, Luton, Beds LU3 3AN",502150716096
352369,Preema,Vanilla Flavouring Essence Concentrated,,28,ml,,,92,g,Ingredients and Seasonings,Seasonings,Vanilla Flavouring.  Halal.,"Propylene Glycol, Approved Flavourings and Water and colouts e150.",E150 may have an adverse effect on activity and attention in children.,,,,,,,,,,,,3,,"Preema International Ltd, Preema House, 171 Camford Way, Luton, Beds LU3 3AN",502150716090
352377,Preema,Brandy Flavouring Essence Concentrated,,28,ml,,,91,g,Ingredients and Seasonings,Seasonings,Brandy Flavouring Essence. Halal.,"Propylene Glycol, Approved Flavourings and Water and colouts e150.",E150 may have an adverse effect on activity and attention in children.,,,,,,,,,,,,3,,"Preema International Ltd, Preema House, 171 Camford Way, Luton, Beds LU3 3AN",5021507160948
352393,Preema,Coconut Flavouring Essence Concentrated,,28,ml,,,93,g,Ingredients and Seasonings,Seasonings,Coconut Flavouring Essence. Halal.,"Propylene Glycol, Approved Flavourings and water.",,,,,,,,,,,,,3,,"Preema International Ltd, Preema House, 171 Camford Way, Luton, Beds LU3 3AN",5021507160955
392514,Preema,Pandan Flavouring Essence Concentrated,,38,ml,,,48,g,Ingredients and Seasonings,Seasonings,Pandan Flavouring Essence.,,,,,,,,,,,,,,,,,
325266,China-Time Honoured Brand,Multi-flavour Natural Seasoning,,,,40,g,47,g,Ingredients and Seasonings,Seasonings,,Ingredients in variable proportions.,,Once opened keep in an airtight container.,,,,,,,,,,,3,China,"Interlink Direct Ltd, 402 Roding Lane South, Woodford Green, Essex IG8 8EY",
010512,Rajah,All Purpose Seasoning,,,,100,g,102,g,Ingredients and Seasonings,Seasonings,Raja All Purpose seasoning is a blend of spices specially formulated to enahnce the flavour of meat and poultry.,"Salr 67%, Paprika, Black Pepper, Sugar, Mustard, Bay Leaves, Cumin, Anti-Caking Agent (E551), Onion Powder, Garlic Powder, Flavour Enhancer (E621), Chilli, Celery Powder","Packed in a factory which also handles wheat, celery, mustard and sulphur dioxide",Store in a cool dry place.  We recommend that this product be put into an airtight container a soon as the satchet is opened.,,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821144708
007492,Rajah,All Purpose Seasoning,,,,400,g,426,g,Ingredients and Seasonings,Seasonings,Raja All Purpose seasoning is a blend of spices specially formulated to enahnce the flavour of meat and poultry.,"Salr 67%, Paprika, Black Pepper, Sugar, Mustard, Bay Leaves, Cumin, Anti-Caking Agent (E551), Onion Powder, Garlic Powder, Flavour Enhancer (E621), Chilli, Celery Powder","Packed in a factory which also handles wheat, celery, mustard and sulphur dioxide",Store in a cool dry place.  We recommend that this product be put into an airtight container a soon as the satchet is opened.,,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821146726
013284,Rajah,Jeera Ground Cumin,,,,100,g,106,g,Ingredients and Seasonings,Spices and Spice Mixes,"Rajah Cumin is ground from the dried ripe seed of the Cumin plant and has a strong aroma and an earthy, warming flavour.",Ground Cumin,,"Store in a cool, dry place. On opening store in an airtight container.",,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821144982
017541,Rajah,Jeera Ground Cumin,,,,1000,g,1063,g,Ingredients and Seasonings,Spices and Spice Mixes,"Rajah Cumin is ground from the dried ripe seed of the Cumin plant and has a strong aroma and an earthy, warming flavour.",Ground Cumin,,"Store in a cool, dry place. On opening store in an airtight container.",,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821146863
008664,Rajah,Haldi Ground Turmeric,,,,100,g,105,g,Ingredients and Seasonings,Spices and Spice Mixes,"Rajah Turmeric is native to tropical South Asia and provides a versatile spice that is rich in colour, flavour and fragrance.",Ground Turmeric,,"Store in a cool, dry place. On opening store in an airtight container.",,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821145040
017558,Rajah,Haldi Ground Turmeric,,,,1000,g,1007,g,Ingredients and Seasonings,Spices and Spice Mixes,"Rajah Turmeric is native to tropical South Asia and provides a versatile spice that is rich in colour, flavour and fragrance.",Ground Turmeric,,"Store in a cool, dry place. On opening store in an airtight container.",,,,,,,,,,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821146887
